sample_index,premise,hypothesis,golden_label,reference_label,completion
54,"Last year the US saw exports of goods and services rise 12.8% to $1.44 trillion, while its imports gained 10.5% to $2.2 trillion, said the Commerce Department.",US exports rose 10.5%.,neutral,neutral,"exports_increase_percentage_premise = 12.8
exports_increase_percentage_hypothesis = 10.5

# the hypothesis talks about the percentage increase in US exports, which is also mentioned in the premise
if exports_increase_percentage_hypothesis != exports_increase_percentage_premise:
    # check if the percentage increase in US exports in the hypothesis contradicts the percentage increase in US exports from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
112,A bus collision with a truck in Uganda has resulted in at least 30 fatalities and has left a further 21 injured.,30 die in a bus collision in Uganda.,entailment,entailment,"fatalities_premise = 30
fatalities_hypothesis = 30

# the hypothesis talks about the number of fatalities from a bus collision in Uganda, which is also mentioned in the premise
if fatalities_hypothesis != fatalities_premise:
    # check if the number of fatalities in the hypothesis contradicts the number in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
143,"The new moon, which is only about 25 miles in diameter, was actually photographed 13 years ago by the Voyager 2.",The moon Titan has a diameter of 5100 kilometers.,neutral,neutral,"diameter_moon_premise = 25 # in miles
diameter_moon_hypothesis = 5100 # in kilometers

# convert miles to kilometers
diameter_moon_premise_km = diameter_moon_premise * 1.60934

# the hypothesis talks about the diameter of the moon Titan which is not the same moon mentioned in the premise
# the hypothesis cannot be entailed from the premise, since they refer to different moons.
label = ""neutral""

print(label)
"
126,"Violence over the last week killed 23 people, two worshippers dragged from a mosque and shot, underlining the challenges of bringing stability and strengthening Afghanistan's fledgling democracy.",Two worshippers were killed in Afghanistan.,entailment,entailment,"total_deaths_premise = 23
worshipper_deaths_premise = 2
worshipper_deaths_hypothesis = 2

# the hypothesis talks about the number of worshippers killed, which is also mentioned in the premise
if worshipper_deaths_hypothesis != worshipper_deaths_premise:
    # check if the number of worshippers deaths in the hypothesis contradicts the number of worshippers deaths from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
106,"The Motion Picture Association of America (MPAA) said the civil suits would seek damages of up to $30,000 per film.","The law states $30,000 damages can be sought per film.",neutral,entailment,"damage_premise = 30000
damage_hypothesis = 30000

# the hypothesis talks about the amount of damages that can be sought per film, which is also mentioned in the premise

if damage_hypothesis != damage_premise:
    # check if the amount of damages in the hypothesis contradicts the amount of damages from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
157,In one case five workers at a plating company were asphyxiated by hydrogen cyanide while trying to clean a sludge tank.,Cyanide fumes killed five workers cleaning one tank.,entailment,entailment,"workers_premise = 5
workers_hypothesis = 5
tanks_premise = 1
tanks_hypothesis = 1

# the hypothesis talks about the number of workers killed and the number of tanks involved, which are also mentioned in the premise
if workers_hypothesis != workers_premise:
    # check if the number of workers in the hypothesis contradicts the number of workers from the premise
    label = ""contradiction""
elif tanks_hypothesis != tanks_premise:
    # check if the number of tanks in the hypothesis contradicts the number of tanks in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
132,"More than a decade ago, Carl Lewis stood on the threshold of what was to become the greatest athletics career in history. He had just broken two of the legendary Jesse Owens'college records, but never believed he would become a corporate icon, the focus of hundreds of millions of dollars in advertising. His sport was still nominally amateur. Eighteen Olympic and World Championship gold medals and 21 world records later, Lewis has become the richest man in the history of track and field -- a multi-millionaire.",Carl Lewis won eighteen gold medals and set 21 world records.,entailment,entailment,"gold_medals_premise = 18
gold_medals_hypothesis = 18
world_records_premise = 21
world_records_hypothesis = 21

# the hypothesis talks about the number of gold medals won and world records set by Carl Lewis, which are also mentioned in the premise
if gold_medals_hypothesis != gold_medals_premise:
    # check if the number of gold medals in the hypothesis contradicts the number of gold medals from the premise
    label = ""contradiction""
elif world_records_hypothesis != world_records_premise:
    # check if the number of world records in the hypothesis contradicts the number of world records in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
25,The diameter of the moon cake is 2.1 meters.,"The terrestrial moon has a diameter of 3,746 kilometers.",neutral,neutral,"moon_cake_diameter_premise = 2.1 # in meters
moon_diameter_hypothesis = 3746 * 1000 # in meters

# the hypothesis talks about the diameter of the terrestrial moon, which is not referenced in the premise (the premise talks about a moon cake)
# the hypothesis cannot be entailed from the premise, since the diameter of the terrestrial moon is unrelated to the diameter of the moon cake.
label = ""neutral""

print(label)
"
74,"The European Council is made up of the Heads of State or Government of the fifteen Member States of the EU, the Foreign Ministers and the President of the Commission. It must not be confused with the Council of Europe, which is an international organisation, nor with the Council of the European Union.",There are 15 Member States in the Council of Europe.,neutral,neutral,"member_states_european_council_premise = 15
member_states_council_of_europe_hypothesis = 15

# the hypothesis talks about the number of member states in the Council of Europe, which is not mentioned in the premise
# the hypothesis cannot be entailed from the premise, since the number of member states of the Council of Europe is unknown.
label = ""neutral""

print(label)
"
87,"A July 31 bombing at Hebrew University in Jerusalem killed nine people, including five Americans.",A bomb in a Hebrew University cafeteria July 31 killed the five Americans and four Israelis.,neutral,entailment,"total_victims_premise = 9
americans_victims_premise = 5
total_victims_hypothesis = 9
american_victims_hypothesis = 5
israeli_victims_hypothesis = 4

# the hypothesis talks about the number of people killed including Americans and Israelis, which is also mentioned in the premise
if total_victims_hypothesis != total_victims_premise:
    # check if the total number of victims in the hypothesis contradicts the total number of victims from the premise
    label = ""contradiction""
elif american_victims_hypothesis != americans_victims_premise:
    # check if the number of American victims in the hypothesis contradicts the number of American victims in the premise
    label = ""contradiction""
elif israeli_victims_hypothesis + american_victims_hypothesis != total_victims_premise:
    # check if the total number of victims in the hypothesis (Americans plus Israelis) contradicts the total number of victims in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
40,"The World Court, or International Court of Justice (ICJ), located in The Hague, is made up of fifteen permanent judges plus two judges nominated by the parties involved in the dispute under consideration.",Two judges of the ICJ are nominated by the parties involved.,entailment,entailment,"total_judges_premise = 15
additional_judges_premise = 2
additional_judges_hypothesis = 2

# the hypothesis talks about the number of additional judges nominated by the parties involved, which is also mentioned in the premise
if additional_judges_hypothesis != additional_judges_premise:
    # check if the number of additional judges in the hypothesis contradicts the number of additional judges from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
11,Governor Tim Pawlenty of Minnesota signed a bill into law on Thursday that requires the state to generate a significant amount of its energy needs from renewable sources. The amount of power generated by wind turbines in the state stands now at 895 megawatts.,The amount of power produced in Minnesota stands at 895 megawatts.,neutral,neutral,"power_generated_premise = 895
power_generated_hypothesis = 895

# the hypothesis specifies the total power produced in Minnesota, while the premise specifies power generated by wind turbines
# the hypothesis cannot be entailed from the premise, since the total power produced in Minnesota includes not only power from wind turbines.

label = ""neutral""
print(label)
"
8,"Human rights groups say police detained some 2,500 people after the attack on the Hilton hotel in Taba and mistreated many of them.","Some 2,500 people have been arrested after the attack on the Hilton hotel in Taba.",entailment,entailment,"detained_people_premise = 2500
arrested_people_hypothesis = 2500

# the hypothesis talks about the number of people arrested, which is not explicitly mentioned in the premise
# the premise talks about people being detained, which may not necessarily mean they were arrested
# the assumption is that the number of detained people equals the number of arrested people 

if detained_people_premise != arrested_people_hypothesis:
    # check if the number of arrested people in the hypothesis contradicts the number of detained people from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
50,"Defense Secretary Robert Gates earlier this month recommended that the Army's troop strength be increased by 65,000 soldiers, to a total of 547,000 worldwide and the Marines be increased by 27,000 to 202,000.","The Defense Secretary suggested that the Army's troop should be increased to 547,000 soldiers.",entailment,entailment,"increase_army_premise = 65000
total_army_premise = 547000
increase_marines_premise = 27000
total_marines_premise = 202000

total_army_hypothesis = 547000

# the hypothesis refers to the total number of army troops as suggested by the Defense Secretary, which is also given in the premise
# no other values from the hypothesis need to be compared with the premise

if total_army_hypothesis != total_army_premise:
    # check if the total number of army troops in the hypothesis contradicts the total number from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
97,"A 100-foot diameter asteroid will pass within 26,500 miles of Earth, the closest-ever brush on record by a space rock, NASA astronomers said.","An asteroid with a diameter of 100 feet will pass close by Earth, astronomers said.",entailment,entailment,"asteroid_diameter_premise = 100 # feet
asteroid_distance_premise = 26500 # miles
asteroid_diameter_hypothesis = 100 # feet

# the hypothesis talks about the size of the asteroid and the fact that it will pass close by Earth, without specifying the distance

if asteroid_diameter_premise != asteroid_diameter_hypothesis:
    # check if the size of the asteroid in the hypothesis contradicts the size in the premise
    label = ""contradiction""
else:
    # if the size of the asteroid in the hypothesis does not contradict the size in the premise,
    # we can infer entailment, even if the distance in the premise is not specified in the hypothesis
    label = ""entailment""

print(label)
"
64,"In Rwanda there were on average 8,000 victims per day for about 100 days.","There were 800,000 victims of the massacres in Rwanda.",entailment,entailment,"average_victims_per_day_premise = 8000
days_premise = 100
total_victims_hypothesis = 800000

# Calculate total victims based on the average victims per day and number of days in the premise
total_victims_premise = average_victims_per_day_premise * days_premise

# Check if the total victims in the hypothesis matches with the calculated total victims in the premise
if total_victims_premise == total_victims_hypothesis:
    label = ""entailment""
else:
    label = ""contradiction""

print(label)
"
