,readability,document_size,redundancy_check,function_size,resolutions,sample_index
19,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",921
20,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2964
21,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3778
22,0.0,48.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",109
23,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2420
24,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1488
25,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2703
26,0.0,56.0,71.43,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2404
27,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",746
28,0.0,40.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4732
29,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1736
30,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4142
31,0.0,40.0,90.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",320
32,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2300
33,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2499
34,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1497
35,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3530
36,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4335
37,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1883
38,0.0,52.0,92.31,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3736
39,0.0,32.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3776
40,0.0,32.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3129
41,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3028
42,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2166
43,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3684
44,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3461
45,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4163
46,0.0,44.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3851
47,0.0,36.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4889
48,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4205
49,0.0,36.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4102
50,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2878
51,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3786
52,0.0,44.0,90.91,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",429
53,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1413
54,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4376
55,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1745
56,0.0,36.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3433
57,0.0,64.0,56.25,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m', '\x1b[36mDivide large pieces of code into small reusable pieces of code.\x1b[0m']",3413
58,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3693
59,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1765
60,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3369
61,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",363
62,0.0,52.0,92.31,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3577
63,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3537
64,0.0,40.0,90.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1853
65,0.0,52.0,92.31,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",63
66,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4798
67,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2154
68,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1591
69,0.0,48.0,75.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3754
70,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",280
71,0.0,32.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1562
72,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1585
73,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",303
74,0.0,60.0,86.67,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1537
75,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3182
76,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4877
77,0.0,68.0,82.35,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m']",1011
78,0.0,52.0,76.92,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2594
79,0.0,48.0,75.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3044
80,0.0,40.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1110
81,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",644
82,0.0,48.0,75.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4715
83,0.0,52.0,92.31,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1021
84,0.0,52.0,92.31,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2557
85,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1569
86,0.0,36.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1353
87,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3273
88,0.0,36.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3111
89,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1154
90,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",1808
91,0.0,40.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2913
92,0.0,52.0,92.31,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3519
93,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",3978
94,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",927
95,0.0,40.0,100.0,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",4563
96,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",853
97,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2513
98,0.0,44.0,90.91,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",2527
99,0.0,44.0,81.82,100.0,"['\x1b[36mAdding comments, giving helpful variable names, consistent casing may help with readability.\x1b[0m', '\x1b[36mExtremely large documents may deter people from reading, very small document may be wasteful.\x1b[0m']",480
